tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
43	Андерс Тегнел,гл епидемиолог на Швеция ,държавата ,която се протипопостави на мейнстрийма. Доказани професионализъм и отговорност! Сравнете го със смешниците Борисов и НОЩ! https://t.co/nD4r7yh6T1	no	nan	nan	nan	nan	yes	nan
44	Френският министър на здравеопазването предупреждава при симптоми на грип да не се приема ибупрофен, тъй като може да усложни заболяването. Казва при температура да се взима парацетамол. https://t.co/pJXnEx2DPW	yes	no	yes	no	yes	no	yes
45	90 нови случая на COVID-19 са потвърдени у нас за последните 24 часа https://t.co/eyh5r90RN8	yes	no	yes	no	no	no	no
46	Днес не исках да изляза на разходка. Днес исках просто да си кажа последно сбогом с баба, жената, която ме отгледа. Fuck you corona.	no	nan	nan	nan	nan	no	no
47	Изключително интересна виртуална среща с учениците от ПЕГ Екзарх Йосиф I - Ловеч на актуални теми: какво прави ЕС срещу #coronavirus, политиката на сближаване и киберсигурността и дезинформацията, #ErasmusPlus. Благодарности на @ECinBulgaria. #StrongerTogether #EUBacktoSchool https://t.co/pUnd6GCgPt	no	nan	nan	nan	nan	no	no
48	10 000 протестират в Берлин срещу мерките срещу COVID-19 https://t.co/yfoUu4CSls	yes	no	yes	nan	no	no	no
49	Осем нови случая на COVID-19 бяха доказани у нас https://t.co/s4i0stF5Ef	yes	no	yes	no	no	no	no
51	Днес стартира платформата Creatives Unite – място за обмяна на опит и идеи между професионалисти от културния и творчески сектор в Европа. 🎭🎨🎬🎤🤹 Целта е намиране на общи решения за кризата в сектора, свързана с #coronavirus https://t.co/9QfZAaurbY	no	nan	nan	nan	nan	no	no
52	Лятната икономическа прогноза на ЕС #ECForecast ☀ показва по-силна от очакваната рецесия, предизвикана от кризата с #coronavirus. #NextGenerationEU и подсилен #EUBudget могат да дадат тласъка за бързо възстановяване. ➡ https://t.co/Qkg18kjN9Q https://t.co/VPLEmR1RI2	yes	no	yes	no	no	no	no
53	Съвместна декларация относно принципите на върховенството на закона в условията на #Covid19, подписана от Франция, Белгия, Германия, Гърция, Дания, Ирландия, Испания, Италия, Латвия, Люксембург, Нидерландия, Португалия, Финландия и Швеция: https://t.co/opG00b2rqV https://t.co/KewnUP4MmU	yes	no	yes	no	no	no	no
54	Подкрепих българските медици, работещи в условия на пандемия! Направете го и вие с текст SOLIDARNOST на номер 17 777 👩🏻‍⚕️👨🏼‍⚕️🇧🇬 #solidarity #COVID19 https://t.co/3XMltZRhMu	no	nan	nan	nan	nan	no	no
55	Броят на заразените с Covid-19 в последните дни показва, че българската клубна сцена е в подем.	no	nan	nan	nan	nan	no	no
56	Сигурно ви е писнало от чумата, но това е един от най-дълбоките и проницателни епизоди които сме правили с изключително проницателен събеседник https://t.co/t2jYqwitsO	no	nan	nan	nan	nan	no	no
57	Запознайте се с последните промени в ограниченията за достъп до Франция 👉https://t.co/PDPzSE1AEZ #Covid19 #коронавирус https://t.co/YnxrJJXq0t	no	nan	nan	nan	nan	no	no
58	Европейския икономически и социален комитет учредява специална „Награда за гражданска солидарност“ за проекти за борба срещу #COVID19 и последиците от него. @EU_EESC ще присъди до 29 награди, всяка в размер на €10 000: https://t.co/IRul47jHlU #CivilSolidarityPrize https://t.co/u8SGH19nqr	yes	no	yes	no	no	no	no
59	Официални кадри от пристигането на #coronavirus в България. 💀☠️ https://t.co/glt61Myido	no	nan	nan	nan	nan	no	no
60	Начи, преживяла съм: Чернобил - 86 г. Купонната с-ма - 90г. Краха на СССР - 91г. Голямата инфлация - 96г. BSE - 07г. Н5N1 - 07г. H1N1 - 09г. Фукушима - 11г. Ебола - 14г. И до тук - COVID-19 - 20г. И няколко края на света... Че аз направо съм си ветеран от Апокалипсиса, бе, хора!	no	nan	nan	nan	nan	no	no
61	10123 са общо потвърдените у нас случаи на COVID-19 според Националната информационна система https://t.co/XNCvgQVbVV	yes	no	yes	no	no	no	no
62	ЕС ще подкрепи кампанията на @who за глобален отгвор срещу #COVID19 с 114 млн. евро, за да помогне на по-неустойчивите здравни системи по света да се справят със заплахата. 🌍 15 млн. е финансирането досега за диагностика и наблюдение в Африка #solidarity https://t.co/Kfn3ksj5Nw	yes	no	yes	no	no	no	no
63	Чрез Инвестиционната инициатива в отговор на коронавируса, 750 милиона евро са мобилизирани в помощ на България за справяне с настоящата криза и ефектите ѝ: https://t.co/FWaFQ3Z1k2 #ЕвропаСрещуCOVID19 https://t.co/1GLkyr0fad	yes	no	yes	no	no	no	no
64	ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ ПАНДЕМИЯ https://t.co/WRNQUuVsWL	no	nan	nan	nan	nan	no	no
65	39 са вече излекуваните пациенти от COVID-19 в България https://t.co/0DRISBcJal	yes	no	yes	no	no	no	no
66	В нея са заложени предложенията на българския евродепутат Радан Кънев (ЕНП/ДБ), а именно: финансовият ресурс да е достъпен пряко за бизнеса и местните власти, както и да не се допуска финансиране на фирми с неясна или офшорна собственост, https://t.co/yFpV5RtrYM	no	nan	nan	nan	nan	no	no
67	Защитавайте себе си и останалите от коронавируса, като спазвате дистанция, когато говорите с други хора, пазарувате 🛒 или използвате обществен транспорт 🚌. #ЕвропаСрещуCOVID19 🇪🇺 https://t.co/qSf5hrmnU7	no	nan	nan	nan	nan	no	no
